index,filename,timestamp_seconds,visual_group,is_representative,representative_filename,group_size,group_start_seconds,group_end_seconds
0,frame_000001.jpg,0.0,0,True,frame_000001.jpg,94,0.0,232.5
1,frame_000002.jpg,2.5,0,False,frame_000001.jpg,94,0.0,232.5
2,frame_000003.jpg,5.0,0,False,frame_000001.jpg,94,0.0,232.5
3,frame_000004.jpg,7.5,0,False,frame_000001.jpg,94,0.0,232.5
4,frame_000005.jpg,10.0,0,False,frame_000001.jpg,94,0.0,232.5
5,frame_000006.jpg,12.5,0,False,frame_000001.jpg,94,0.0,232.5
6,frame_000007.jpg,15.0,0,False,frame_000001.jpg,94,0.0,232.5
7,frame_000008.jpg,17.5,0,False,frame_000001.jpg,94,0.0,232.5
8,frame_000009.jpg,20.0,0,False,frame_000001.jpg,94,0.0,232.5
9,frame_000010.jpg,22.5,0,False,frame_000001.jpg,94,0.0,232.5
10,frame_000011.jpg,25.0,0,False,frame_000001.jpg,94,0.0,232.5
11,frame_000012.jpg,27.5,0,False,frame_000001.jpg,94,0.0,232.5
12,frame_000013.jpg,30.0,0,False,frame_000001.jpg,94,0.0,232.5
13,frame_000014.jpg,32.5,0,False,frame_000001.jpg,94,0.0,232.5
14,frame_000015.jpg,35.0,0,False,frame_000001.jpg,94,0.0,232.5
15,frame_000016.jpg,37.5,0,False,frame_000001.jpg,94,0.0,232.5
16,frame_000017.jpg,40.0,0,False,frame_000001.jpg,94,0.0,232.5
17,frame_000018.jpg,42.5,0,False,frame_000001.jpg,94,0.0,232.5
18,frame_000019.jpg,45.0,0,False,frame_000001.jpg,94,0.0,232.5
19,frame_000020.jpg,47.5,0,False,frame_000001.jpg,94,0.0,232.5
20,frame_000021.jpg,50.0,0,False,frame_000001.jpg,94,0.0,232.5
21,frame_000022.jpg,52.5,0,False,frame_000001.jpg,94,0.0,232.5
22,frame_000023.jpg,55.0,0,False,frame_000001.jpg,94,0.0,232.5
23,frame_000024.jpg,57.5,0,False,frame_000001.jpg,94,0.0,232.5
24,frame_000025.jpg,60.0,0,False,frame_000001.jpg,94,0.0,232.5
25,frame_000026.jpg,62.5,0,False,frame_000001.jpg,94,0.0,232.5
26,frame_000027.jpg,65.0,0,False,frame_000001.jpg,94,0.0,232.5
27,frame_000028.jpg,67.5,0,False,frame_000001.jpg,94,0.0,232.5
28,frame_000029.jpg,70.0,0,False,frame_000001.jpg,94,0.0,232.5
29,frame_000030.jpg,72.5,0,False,frame_000001.jpg,94,0.0,232.5
30,frame_000031.jpg,75.0,0,False,frame_000001.jpg,94,0.0,232.5
31,frame_000032.jpg,77.5,0,False,frame_000001.jpg,94,0.0,232.5
32,frame_000033.jpg,80.0,0,False,frame_000001.jpg,94,0.0,232.5
33,frame_000034.jpg,82.5,0,False,frame_000001.jpg,94,0.0,232.5
34,frame_000035.jpg,85.0,0,False,frame_000001.jpg,94,0.0,232.5
35,frame_000036.jpg,87.5,0,False,frame_000001.jpg,94,0.0,232.5
36,frame_000037.jpg,90.0,0,False,frame_000001.jpg,94,0.0,232.5
37,frame_000038.jpg,92.5,0,False,frame_000001.jpg,94,0.0,232.5
38,frame_000039.jpg,95.0,0,False,frame_000001.jpg,94,0.0,232.5
39,frame_000040.jpg,97.5,0,False,frame_000001.jpg,94,0.0,232.5
40,frame_000041.jpg,100.0,0,False,frame_000001.jpg,94,0.0,232.5
41,frame_000042.jpg,102.5,0,False,frame_000001.jpg,94,0.0,232.5
42,frame_000043.jpg,105.0,0,False,frame_000001.jpg,94,0.0,232.5
43,frame_000044.jpg,107.5,0,False,frame_000001.jpg,94,0.0,232.5
44,frame_000045.jpg,110.0,0,False,frame_000001.jpg,94,0.0,232.5
45,frame_000046.jpg,112.5,0,False,frame_000001.jpg,94,0.0,232.5
46,frame_000047.jpg,115.0,0,False,frame_000001.jpg,94,0.0,232.5
47,frame_000048.jpg,117.5,0,False,frame_000001.jpg,94,0.0,232.5
48,frame_000049.jpg,120.0,0,False,frame_000001.jpg,94,0.0,232.5
49,frame_000050.jpg,122.5,0,False,frame_000001.jpg,94,0.0,232.5
50,frame_000051.jpg,125.0,0,False,frame_000001.jpg,94,0.0,232.5
51,frame_000052.jpg,127.5,0,False,frame_000001.jpg,94,0.0,232.5
52,frame_000053.jpg,130.0,0,False,frame_000001.jpg,94,0.0,232.5
53,frame_000054.jpg,132.5,0,False,frame_000001.jpg,94,0.0,232.5
54,frame_000055.jpg,135.0,0,False,frame_000001.jpg,94,0.0,232.5
55,frame_000056.jpg,137.5,0,False,frame_000001.jpg,94,0.0,232.5
56,frame_000057.jpg,140.0,0,False,frame_000001.jpg,94,0.0,232.5
57,frame_000058.jpg,142.5,0,False,frame_000001.jpg,94,0.0,232.5
58,frame_000059.jpg,145.0,0,False,frame_000001.jpg,94,0.0,232.5
59,frame_000060.jpg,147.5,0,False,frame_000001.jpg,94,0.0,232.5
60,frame_000061.jpg,150.0,0,False,frame_000001.jpg,94,0.0,232.5
61,frame_000062.jpg,152.5,0,False,frame_000001.jpg,94,0.0,232.5
62,frame_000063.jpg,155.0,0,False,frame_000001.jpg,94,0.0,232.5
63,frame_000064.jpg,157.5,0,False,frame_000001.jpg,94,0.0,232.5
64,frame_000065.jpg,160.0,0,False,frame_000001.jpg,94,0.0,232.5
65,frame_000066.jpg,162.5,0,False,frame_000001.jpg,94,0.0,232.5
66,frame_000067.jpg,165.0,0,False,frame_000001.jpg,94,0.0,232.5
67,frame_000068.jpg,167.5,0,False,frame_000001.jpg,94,0.0,232.5
68,frame_000069.jpg,170.0,0,False,frame_000001.jpg,94,0.0,232.5
69,frame_000070.jpg,172.5,0,False,frame_000001.jpg,94,0.0,232.5
70,frame_000071.jpg,175.0,0,False,frame_000001.jpg,94,0.0,232.5
71,frame_000072.jpg,177.5,0,False,frame_000001.jpg,94,0.0,232.5
72,frame_000073.jpg,180.0,0,False,frame_000001.jpg,94,0.0,232.5
73,frame_000074.jpg,182.5,0,False,frame_000001.jpg,94,0.0,232.5
74,frame_000075.jpg,185.0,0,False,frame_000001.jpg,94,0.0,232.5
75,frame_000076.jpg,187.5,0,False,frame_000001.jpg,94,0.0,232.5
76,frame_000077.jpg,190.0,0,False,frame_000001.jpg,94,0.0,232.5
77,frame_000078.jpg,192.5,0,False,frame_000001.jpg,94,0.0,232.5
78,frame_000079.jpg,195.0,0,False,frame_000001.jpg,94,0.0,232.5
79,frame_000080.jpg,197.5,0,False,frame_000001.jpg,94,0.0,232.5
80,frame_000081.jpg,200.0,0,False,frame_000001.jpg,94,0.0,232.5
81,frame_000082.jpg,202.5,0,False,frame_000001.jpg,94,0.0,232.5
82,frame_000083.jpg,205.0,0,False,frame_000001.jpg,94,0.0,232.5
83,frame_000084.jpg,207.5,0,False,frame_000001.jpg,94,0.0,232.5
84,frame_000085.jpg,210.0,0,False,frame_000001.jpg,94,0.0,232.5
85,frame_000086.jpg,212.5,0,False,frame_000001.jpg,94,0.0,232.5
86,frame_000087.jpg,215.0,0,False,frame_000001.jpg,94,0.0,232.5
87,frame_000088.jpg,217.5,0,False,frame_000001.jpg,94,0.0,232.5
88,frame_000089.jpg,220.0,0,False,frame_000001.jpg,94,0.0,232.5
89,frame_000090.jpg,222.5,0,False,frame_000001.jpg,94,0.0,232.5
90,frame_000091.jpg,225.0,0,False,frame_000001.jpg,94,0.0,232.5
91,frame_000092.jpg,227.5,0,False,frame_000001.jpg,94,0.0,232.5
92,frame_000093.jpg,230.0,0,False,frame_000001.jpg,94,0.0,232.5
93,frame_000094.jpg,232.5,0,False,frame_000001.jpg,94,0.0,232.5
94,frame_000095.jpg,235.0,1,True,frame_000095.jpg,1,235.0,235.0
95,frame_000096.jpg,237.5,2,True,frame_000096.jpg,2,237.5,240.0
96,frame_000097.jpg,240.0,2,False,frame_000096.jpg,2,237.5,240.0
97,frame_000098.jpg,242.5,3,True,frame_000098.jpg,1,242.5,242.5
98,frame_000099.jpg,245.0,4,True,frame_000099.jpg,12,245.0,272.5
99,frame_000100.jpg,247.5,4,False,frame_000099.jpg,12,245.0,272.5
100,frame_000101.jpg,250.0,4,False,frame_000099.jpg,12,245.0,272.5
101,frame_000102.jpg,252.5,4,False,frame_000099.jpg,12,245.0,272.5
102,frame_000103.jpg,255.0,4,False,frame_000099.jpg,12,245.0,272.5
103,frame_000104.jpg,257.5,4,False,frame_000099.jpg,12,245.0,272.5
104,frame_000105.jpg,260.0,4,False,frame_000099.jpg,12,245.0,272.5
105,frame_000106.jpg,262.5,4,False,frame_000099.jpg,12,245.0,272.5
106,frame_000107.jpg,265.0,4,False,frame_000099.jpg,12,245.0,272.5
107,frame_000108.jpg,267.5,4,False,frame_000099.jpg,12,245.0,272.5
108,frame_000109.jpg,270.0,4,False,frame_000099.jpg,12,245.0,272.5
109,frame_000110.jpg,272.5,4,False,frame_000099.jpg,12,245.0,272.5
110,frame_000111.jpg,275.0,5,True,frame_000111.jpg,3,275.0,280.0
111,frame_000112.jpg,277.5,5,False,frame_000111.jpg,3,275.0,280.0
112,frame_000113.jpg,280.0,5,False,frame_000111.jpg,3,275.0,280.0
113,frame_000114.jpg,282.5,6,True,frame_000114.jpg,15,282.5,317.5
114,frame_000115.jpg,285.0,6,False,frame_000114.jpg,15,282.5,317.5
115,frame_000116.jpg,287.5,6,False,frame_000114.jpg,15,282.5,317.5
116,frame_000117.jpg,290.0,6,False,frame_000114.jpg,15,282.5,317.5
117,frame_000118.jpg,292.5,6,False,frame_000114.jpg,15,282.5,317.5
118,frame_000119.jpg,295.0,6,False,frame_000114.jpg,15,282.5,317.5
119,frame_000120.jpg,297.5,6,False,frame_000114.jpg,15,282.5,317.5
120,frame_000121.jpg,300.0,6,False,frame_000114.jpg,15,282.5,317.5
121,frame_000122.jpg,302.5,6,False,frame_000114.jpg,15,282.5,317.5
122,frame_000123.jpg,305.0,6,False,frame_000114.jpg,15,282.5,317.5
123,frame_000124.jpg,307.5,6,False,frame_000114.jpg,15,282.5,317.5
124,frame_000125.jpg,310.0,6,False,frame_000114.jpg,15,282.5,317.5
125,frame_000126.jpg,312.5,6,False,frame_000114.jpg,15,282.5,317.5
126,frame_000127.jpg,315.0,6,False,frame_000114.jpg,15,282.5,317.5
127,frame_000128.jpg,317.5,6,False,frame_000114.jpg,15,282.5,317.5
128,frame_000129.jpg,320.0,7,True,frame_000129.jpg,1,320.0,320.0
129,frame_000130.jpg,322.5,8,True,frame_000130.jpg,35,322.5,407.5
130,frame_000131.jpg,325.0,8,False,frame_000130.jpg,35,322.5,407.5
131,frame_000132.jpg,327.5,8,False,frame_000130.jpg,35,322.5,407.5
132,frame_000133.jpg,330.0,8,False,frame_000130.jpg,35,322.5,407.5
133,frame_000134.jpg,332.5,8,False,frame_000130.jpg,35,322.5,407.5
134,frame_000135.jpg,335.0,8,False,frame_000130.jpg,35,322.5,407.5
135,frame_000136.jpg,337.5,8,False,frame_000130.jpg,35,322.5,407.5
136,frame_000137.jpg,340.0,8,False,frame_000130.jpg,35,322.5,407.5
137,frame_000138.jpg,342.5,8,False,frame_000130.jpg,35,322.5,407.5
138,frame_000139.jpg,345.0,8,False,frame_000130.jpg,35,322.5,407.5
139,frame_000140.jpg,347.5,8,False,frame_000130.jpg,35,322.5,407.5
140,frame_000141.jpg,350.0,8,False,frame_000130.jpg,35,322.5,407.5
141,frame_000142.jpg,352.5,8,False,frame_000130.jpg,35,322.5,407.5
142,frame_000143.jpg,355.0,8,False,frame_000130.jpg,35,322.5,407.5
143,frame_000144.jpg,357.5,8,False,frame_000130.jpg,35,322.5,407.5
144,frame_000145.jpg,360.0,8,False,frame_000130.jpg,35,322.5,407.5
145,frame_000146.jpg,362.5,8,False,frame_000130.jpg,35,322.5,407.5
146,frame_000147.jpg,365.0,8,False,frame_000130.jpg,35,322.5,407.5
147,frame_000148.jpg,367.5,8,False,frame_000130.jpg,35,322.5,407.5
148,frame_000149.jpg,370.0,8,False,frame_000130.jpg,35,322.5,407.5
149,frame_000150.jpg,372.5,8,False,frame_000130.jpg,35,322.5,407.5
